320.000000	-0.300000	-0.304824	-0.999997	-0.304732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.304824	-0.999019	-0.304826	-0.304566	-0.998535	-0.304732	0.000000	1.000000	-0.999997	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	0.999993	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	-0.999990	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	
320.000000	-0.298000	-0.302823	-0.999991	-0.302732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.302824	-0.999018	-0.302826	-0.302569	-0.998535	-0.302735	0.000000	1.000000	-0.999991	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	
320.000000	-0.296000	-0.300823	-0.999991	-0.300732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.300824	-0.999017	-0.300826	-0.300572	-0.998535	-0.300738	0.000000	1.000000	-0.999991	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	
320.000000	-0.294000	-0.298824	-0.999993	-0.298732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.298824	-0.999016	-0.298826	-0.298575	-0.998535	-0.298741	0.000000	1.000000	-0.999993	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	
320.000000	-0.292000	-0.296824	-0.999992	-0.296732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.296824	-0.999015	-0.296826	-0.296578	-0.998535	-0.296744	0.000000	1.000000	-0.999992	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	0.999984	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	-0.999976	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	
320.000000	-0.290000	-0.294824	-0.999993	-0.294732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.294824	-0.999013	-0.294826	-0.294581	-0.998535	-0.294747	0.000000	1.000000	-0.999993	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	0.999986	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	-0.999979	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	
320.000000	-0.288000	-0.292823	-0.999986	-0.292732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.292823	-0.999012	-0.292826	-0.292584	-0.998535	-0.292750	0.000000	1.000000	-0.999986	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	0.999972	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	-0.999959	0.999945	0.999945	0.999945	0.999945	0.999945	0.999945	0.999945	0.999945	0.999945	0.999945	0.999945	0.999945	
320.000000	-0.286000	-0.290823	-0.999987	-0.290732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.290823	-0.999010	-0.290826	-0.290587	-0.998535	-0.290753	0.000000	1.000000	-0.999987	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	0.999975	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	-0.999962	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	
320.000000	-0.284000	-0.288823	-0.999988	-0.288732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.288823	-0.999008	-0.288826	-0.288590	-0.998535	-0.288756	0.000000	1.000000	-0.999988	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	-0.999965	0.999954	0.999954	0.999954	0.999954	0.999954	0.999954	0.999954	0.999954	0.999954	0.999954	0.999954	0.999954	
320.000000	-0.282000	-0.286820	-0.999966	-0.286732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.286822	-0.999006	-0.286826	-0.286593	-0.998535	-0.286759	0.000000	1.000000	-0.999966	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	0.999933	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	-0.999899	0.999866	0.999866	0.999866	0.999866	0.999866	0.999866	0.999866	0.999866	0.999866	0.999866	0.999866	0.999866	
