320.000000	-0.300000	-0.304824	-0.999996	-0.304732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.304824	-0.999019	-0.304826	-0.304566	-0.998535	-0.304732	0.000000	1.000000	-0.999996	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	0.999991	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	-0.999987	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	
320.000000	-0.298000	-0.302824	-0.999994	-0.302732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.302824	-0.999018	-0.302826	-0.302569	-0.998535	-0.302735	0.000000	1.000000	-0.999994	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	0.999989	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	-0.999983	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	0.999977	
320.000000	-0.296000	-0.300824	-0.999992	-0.300732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.300824	-0.999017	-0.300826	-0.300572	-0.998535	-0.300738	0.000000	1.000000	-0.999992	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	-0.999977	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	
320.000000	-0.294000	-0.298823	-0.999991	-0.298732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.298824	-0.999016	-0.298826	-0.298575	-0.998535	-0.298741	0.000000	1.000000	-0.999991	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	0.999982	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	-0.999973	0.999965	0.999965	0.999965	0.999965	0.999965	0.999965	0.999965	0.999965	0.999965	0.999965	0.999965	0.999965	
320.000000	-0.292000	-0.296824	-0.999993	-0.296732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.296824	-0.999015	-0.296826	-0.296578	-0.998535	-0.296744	0.000000	1.000000	-0.999993	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	0.999985	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	-0.999978	0.999971	0.999971	0.999971	0.999971	0.999971	0.999971	0.999971	0.999971	0.999971	0.999971	0.999971	0.999971	
320.000000	-0.290000	-0.294823	-0.999989	-0.294732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.294824	-0.999013	-0.294826	-0.294581	-0.998535	-0.294747	0.000000	1.000000	-0.999989	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	0.999978	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	-0.999967	0.999956	0.999956	0.999956	0.999956	0.999956	0.999956	0.999956	0.999956	0.999956	0.999956	0.999956	0.999956	
320.000000	-0.288000	-0.292823	-0.999991	-0.292732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.292823	-0.999012	-0.292826	-0.292584	-0.998535	-0.292750	0.000000	1.000000	-0.999991	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	0.999981	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	-0.999972	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	0.999963	
320.000000	-0.286000	-0.290822	-0.999984	-0.290732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.290823	-0.999010	-0.290826	-0.290587	-0.998535	-0.290753	0.000000	1.000000	-0.999984	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	0.999968	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	-0.999952	0.999936	0.999936	0.999936	0.999936	0.999936	0.999936	0.999936	0.999936	0.999936	0.999936	0.999936	0.999936	
320.000000	-0.284000	-0.288823	-0.999985	-0.288732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.288823	-0.999008	-0.288826	-0.288590	-0.998535	-0.288756	0.000000	1.000000	-0.999985	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	0.999969	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	-0.999954	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	
320.000000	-0.282000	-0.286822	-0.999979	-0.286732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.286822	-0.999006	-0.286826	-0.286593	-0.998535	-0.286759	0.000000	1.000000	-0.999979	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	0.999958	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	-0.999938	0.999917	0.999917	0.999917	0.999917	0.999917	0.999917	0.999917	0.999917	0.999917	0.999917	0.999917	0.999917	
320.000000	-0.280000	-0.284822	-0.999980	-0.284732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.284822	-0.999003	-0.284826	-0.284596	-0.998535	-0.284762	0.000000	1.000000	-0.999980	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	0.999961	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	-0.999941	0.999922	0.999922	0.999922	0.999922	0.999922	0.999922	0.999922	0.999922	0.999922	0.999922	0.999922	0.999922	
320.000000	-0.278000	-0.282820	-0.999969	-0.282733	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.282821	-0.999000	-0.282826	-0.282598	-0.998535	-0.282764	0.000000	1.000000	-0.999969	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	0.999938	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	-0.999907	0.999876	0.999876	0.999876	0.999876	0.999876	0.999876	0.999876	0.999876	0.999876	0.999876	0.999876	0.999876	
320.000000	-0.276000	-0.280820	-0.999968	-0.280733	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.280821	-0.998996	-0.280826	-0.280601	-0.998535	-0.280767	0.000000	1.000000	-0.999968	0.999935	0.999935	0.999935	0.999935	0.999935	0.999935	0.999935	0.999936	0.999935	0.999935	0.999935	0.999935	0.999935	0.999935	0.999935	0.999935	0.999935	0.999935	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	-0.999903	0.999871	0.999871	0.999871	0.999871	0.999871	0.999871	0.999871	0.999871	0.999871	0.999871	0.999871	0.999871	
