320.000000	-0.300000	-0.304824	-0.999995	-0.304732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.304824	-0.999019	-0.304826	-0.304566	-0.998535	-0.304732	0.000000	1.000000	-0.999995	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	
320.000000	-0.298000	-0.302825	-0.999998	-0.302732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.302824	-0.999018	-0.302826	-0.302569	-0.998535	-0.302735	0.000000	1.000000	-0.999998	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	-0.999994	0.999992	0.999992	0.999992	0.999992	0.999992	0.999992	0.999992	0.999992	0.999992	0.999992	0.999992	0.999992	
320.000000	-0.296000	-0.300824	-0.999995	-0.300732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.300824	-0.999017	-0.300826	-0.300572	-0.998535	-0.300738	0.000000	1.000000	-0.999995	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	
320.000000	-0.294000	-0.298824	-0.999994	-0.298732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.298824	-0.999016	-0.298826	-0.298575	-0.998535	-0.298741	0.000000	1.000000	-0.999994	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	0.999987	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	-0.999981	0.999974	0.999974	0.999974	0.999974	0.999974	0.999974	0.999974	0.999974	0.999974	0.999974	0.999974	0.999974	
320.000000	-0.292000	-0.296824	-0.999995	-0.296732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.296824	-0.999015	-0.296826	-0.296578	-0.998535	-0.296744	0.000000	1.000000	-0.999995	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	0.999990	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	-0.999985	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	
320.000000	-0.290000	-0.294820	-0.999969	-0.294732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.294824	-0.999013	-0.294826	-0.294581	-0.998535	-0.294747	0.000000	1.000000	-0.999969	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	
320.000000	-0.288000	-0.292819	-0.999964	-0.292732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.292823	-0.999012	-0.292826	-0.292584	-0.998535	-0.292750	0.000000	1.000000	-0.999964	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	0.999929	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	-0.999893	0.999857	0.999857	0.999857	0.999857	0.999857	0.999857	0.999857	0.999857	0.999857	0.999857	0.999857	0.999857	
320.000000	-0.286000	-0.290821	-0.999974	-0.290732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.290823	-0.999010	-0.290826	-0.290587	-0.998535	-0.290753	0.000000	1.000000	-0.999974	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	0.999949	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	-0.999923	0.999898	0.999898	0.999898	0.999898	0.999898	0.999898	0.999898	0.999898	0.999898	0.999898	0.999898	0.999898	
320.000000	-0.284000	-0.288823	-0.999990	-0.288732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.288823	-0.999008	-0.288826	-0.288590	-0.998535	-0.288756	0.000000	1.000000	-0.999990	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	0.999980	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	-0.999969	0.999959	0.999959	0.999959	0.999959	0.999959	0.999959	0.999959	0.999959	0.999959	0.999959	0.999959	0.999959	
320.000000	-0.282000	-0.286820	-0.999969	-0.286732	0.000000	0.000000	340282346638528859811704183484516925440.000000	0.000000	340282346638528859811704183484516925440.000000	-0.286822	-0.999006	-0.286826	-0.286593	-0.998535	-0.286759	0.000000	1.000000	-0.999969	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	0.999939	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	-0.999908	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	0.999878	
